zaman,sensor_id,sicaklik,nem
2024-06-01T08:20:19.000Z,S4,15.5,68.6
2024-06-01T08:21:19.000Z,S1,14.6,67.1
2024-06-01T08:21:54.000Z,S4,14.3,68.8
2024-06-01T08:22:45.000Z,S2,15.2,67.0
2024-06-01T08:23:26.000Z,S1,14.6,66.8
2024-06-01T08:24:25.000Z,S2,13.9,68.5
2024-06-01T08:25:25.000Z,S5,13.9,65.5
2024-06-01T08:26:28.000Z,S1,14.0,68.3
2024-06-01T08:27:47.000Z,S2,14.0,68.8
2024-06-01T08:28:46.000Z,S5,13.1,66.6
2024-06-01T08:30:09.000Z,S2,14.0,67.8
2024-06-01T08:30:40.000Z,S5,13.7,67.8
2024-06-01T08:31:55.000Z,S1,13.0,66.3
2024-06-01T08:32:32.000Z,S4,13.8,65.1
2024-06-01T08:33:05.000Z,S5,13.0,64.6
2024-06-01T08:34:09.000Z,S1,13.1,65.6
2024-06-01T08:34:59.000Z,S3,13.7,64.7
2024-06-01T08:35:51.000Z,S1,14.0,64.9
2024-06-01T08:36:47.000Z,S1,13.8,64.7
2024-06-01T08:38:15.000Z,S3,12.4,66.8
2024-06-01T08:39:45.000Z,S1,14.0,64.3
2024-06-01T08:41:07.000Z,S4,14.0,67.2
2024-06-01T08:42:35.000Z,S5,13.6,67.4
2024-06-01T08:43:57.000Z,S4,13.8,66.0
2024-06-01T08:44:41.000Z,S2,13.6,66.9
2024-06-01T08:45:23.000Z,S4,12.1,65.5
2024-06-01T08:46:51.000Z,S3,12.9,66.8
2024-06-01T08:48:02.000Z,S4,13.1,64.9
2024-06-01T08:49:23.000Z,S3,13.8,63.4
2024-06-01T08:50:49.000Z,S3,13.4,63.3
2024-06-01T08:52:06.000Z,S4,13.8,64.1
2024-06-01T08:53:03.000Z,S1,13.8,65.1
2024-06-01T08:54:24.000Z,S4,13.6,62.6
2024-06-01T08:55:32.000Z,S3,14.4,62.4
2024-06-01T08:56:45.000Z,S3,14.3,64.5
2024-06-01T08:57:37.000Z,S3,13.5,63.7
2024-06-01T08:58:14.000Z,S3,13.8,64.2
2024-06-01T08:58:58.000Z,S1,14.3,61.9
2024-06-01T08:59:44.000Z,S3,13.4,61.5
2024-06-01T09:00:25.000Z,S4,14.6,63.2
2024-06-01T09:01:54.000Z,S2,14.9,63.0
2024-06-01T09:02:53.000Z,S2,14.3,62.2
2024-06-01T09:04:19.000Z,S3,16.0,60.1
2024-06-01T09:05:26.000Z,S3,15.4,60.1
2024-06-01T09:06:03.000Z,S2,14.7,59.9
2024-06-01T09:06:37.000Z,S1,14.8,59.3
2024-06-01T09:07:48.000Z,S5,14.9,58.3
2024-06-01T09:09:03.000Z,S4,15.5,57.5
2024-06-01T09:09:56.000Z,S3,15.4,59.7
2024-06-01T09:10:54.000Z,S1,17.0,59.1
2024-06-01T09:12:20.000Z,S5,15.7,60.2
2024-06-01T09:12:58.000Z,S3,17.4,59.4
2024-06-01T09:13:30.000Z,S3,16.4,59.4
2024-06-01T09:14:04.000Z,S4,18.0,55.3
2024-06-01T09:14:45.000Z,S5,18.3,56.4
2024-06-01T09:16:05.000Z,S1,17.0,58.4
2024-06-01T09:17:19.000Z,S4,17.0,56.3
2024-06-01T09:18:19.000Z,S4,18.5,56.7
2024-06-01T09:19:47.000Z,S4,17.5,56.6
2024-06-01T09:20:45.000Z,S1,18.1,56.5
2024-06-01T09:22:03.000Z,S1,18.3,54.5
2024-06-01T09:22:38.000Z,S5,18.5,55.1
2024-06-01T09:24:07.000Z,S3,19.3,54.6
2024-06-01T09:25:28.000Z,S5,19.4,52.0
2024-06-01T09:26:11.000Z,S3,20.9,52.1
2024-06-01T09:27:16.000Z,S3,19.8,52.8
2024-06-01T09:28:46.000Z,S1,19.8,51.9
2024-06-01T09:30:08.000Z,S2,21.8,52.8
2024-06-01T09:30:52.000Z,S1,21.9,53.7
2024-06-01T09:32:03.000Z,S3,20.7,51.0
2024-06-01T09:33:01.000Z,S3,21.6,50.8
2024-06-01T09:33:54.000Z,S1,21.9,52.0
2024-06-01T09:34:32.000Z,S1,22.9,48.6
2024-06-01T09:35:21.000Z,S2,23.2,50.1
2024-06-01T09:36:27.000Z,S5,21.8,49.8
2024-06-01T09:37:16.000Z,S3,23.9,50.4
2024-06-01T09:38:06.000Z,S3,22.5,47.3
2024-06-01T09:39:08.000Z,S5,23.3,46.6
2024-06-01T09:39:55.000Z,S3,23.9,48.6
2024-06-01T09:40:31.000Z,S4,24.2,46.8
2024-06-01T09:41:06.000Z,S4,25.0,48.0
2024-06-01T09:42:05.000Z,S4,24.9,45.5
2024-06-01T09:43:12.000Z,S1,25.0,46.1
2024-06-01T09:43:45.000Z,S5,25.4,48.1
2024-06-01T09:44:28.000Z,S1,25.3,45.0
2024-06-01T09:45:26.000Z,S1,25.2,46.5
2024-06-01T09:45:57.000Z,S1,25.7,45.4
2024-06-01T09:47:08.000Z,S2,25.2,45.9
2024-06-01T09:48:11.000Z,S3,26.4,44.9
2024-06-01T09:49:35.000Z,S2,25.4,43.9
2024-06-01T09:50:22.000Z,S3,26.4,45.5
2024-06-01T09:51:21.000Z,S5,27.1,44.5
2024-06-01T09:52:21.000Z,S1,26.5,44.8
2024-06-01T09:53:44.000Z,S2,27.6,42.5
2024-06-01T09:54:26.000Z,S1,27.1,42.6
2024-06-01T09:55:10.000Z,S1,27.9,43.0
2024-06-01T09:55:55.000Z,S2,27.3,42.9
2024-06-01T09:57:14.000Z,S1,27.6,40.4
2024-06-01T09:58:25.000Z,S2,27.9,40.3
2024-06-01T09:59:23.000Z,S3,27.2,41.4
2024-06-01T10:00:00.000Z,S3,27.5,41.1
2024-06-01T10:00:41.000Z,S1,28.3,41.2
